"","Style","Artist","Painting","URL"
"168","Purism","Amedee Ozenfant ","Composition puriste","https://uploads1.wikiart.org/images/amedee-ozenfant/composition-puriste-1926.jpg"
"169","Purism","Le Corbusier ","Carton pour tapisserie (Marie Cuttoli)","https://uploads7.wikiart.org/images/le-corbusier/carton-pour-tapisserie-marie-cuttoli-1936.jpg!Large.jpg"
"170","Purism","Le Corbusier ","Still Life","https://uploads8.wikiart.org/images/le-corbusier/still-life-1920.jpg!Large.jpg"
"171","Purism","Serge Charchoune ","Composition, cubisme ornemental","https://uploads4.wikiart.org/images/serge-charchoune/composition-cubisme-ornemental-1922.jpg"
"172","Purism","Serge Charchoune ","Composition","https://uploads3.wikiart.org/images/serge-charchoune/composition-1943.jpg"
"173","Precisionism","Joseph Stella ","Flowers, Italy","https://uploads3.wikiart.org/images/joseph-stella/flowers-italy-1931.jpg!Large.jpg"
"174","Precisionism","Joseph Stella ","The Virgin","https://uploads4.wikiart.org/images/joseph-stella/the-virgin.jpg!Large.jpg"
"175","Precisionism","Morton Shamberg ","Untitled (Mechanical Abstraction)","https://uploads5.wikiart.org/images/morton-shamberg/untitled-mechanical-abstraction-1916.jpg!Large.jpg"
"176","Precisionism","Morton Shamberg ","Painting IV (Mechanical Abstraction)","https://uploads8.wikiart.org/images/morton-shamberg/painting-iv-mechanical-abstraction-1916.jpg!Large.jpg"
"177","Precisionism","Charles Sheeler ","Windows","https://uploads8.wikiart.org/images/charles-sheeler/windows-1952.jpg!Large.jpg"
"178","Precisionism","Charles Sheeler ","Americana","https://uploads0.wikiart.org/images/charles-sheeler/americana-1931.jpg"
"179","Precisionism","Charles Demuth ","Love, Love, Love (Gertrude Stein)","https://uploads0.wikiart.org/images/charles-demuth/love-love-love.jpg!Large.jpg"
"180","Precisionism","Charles Demuth ","Sail: In Two Movements","https://uploads3.wikiart.org/images/charles-demuth/sail-in-two-movements-1919.jpg!Large.jpg"
"181","Precisionism","Agnes Lawrence Pelton","Untitled","https://uploads6.wikiart.org/images/agnes-lawrence-pelton/untitled-1931.jpg!Large.jpg"
"182","Precisionism","Agnes Lawrence Pelton","Even Song","https://uploads7.wikiart.org/images/agnes-lawrence-pelton/even-song-1930.jpg!Large.jpg"
"183","Precisionism","George Ault ","The Stairway","https://uploads7.wikiart.org/00123/images/george-ault/the-stairway-1921.jpg!Large.jpg"
"184","Precisionism","George Ault ","Studio Interior","https://uploads2.wikiart.org/00115/images/george-ault/1971-447-4-1a.jpg!Large.jpg"
"185","Harlem Renaissance New Negro Movement","Horace Pippin ","Giving Thanks","https://uploads2.wikiart.org/images/horace-pippin/giving-thanks-1942.jpg"
"186","Harlem Renaissance New Negro Movement","Horace Pippin ","Mr. Prejudice","https://uploads1.wikiart.org/images/horace-pippin/mr-prejudice-1943.jpg"
"187","Harlem Renaissance New Negro Movement","Archibald Motley ","Brown Girl After Bath","https://uploads8.wikiart.org/00230/images/archibald-motley/brown-girl-after-bath.jpg!Large.jpg"
"188","Harlem Renaissance New Negro Movement","Archibald Motley ","Blues","https://uploads1.wikiart.org/00230/images/archibald-motley/blues.jpg!Large.jpg"
"189","Harlem Renaissance New Negro Movement","Aaron Douglas ","Congo","https://uploads7.wikiart.org/00164/images/aaron-douglas/untitled3-1.png!Large.png"
"190","Harlem Renaissance New Negro Movement","Aaron Douglas ","Into Bondage","https://uploads5.wikiart.org/00164/images/aaron-douglas/untitled-7.png"
"191","Harlem Renaissance New Negro Movement","William H. Johnson ","Chain Gang","https://uploads4.wikiart.org/images/william-h-johnson/chain-gang-1939.jpg!Large.jpg"
"192","Harlem Renaissance New Negro Movement","William H. Johnson ","Cafe","https://uploads6.wikiart.org/images/william-h-johnson/caf-1940.jpg!Large.jpg"
"193","Harlem Renaissance New Negro Movement","James Lesesne Wells ","The Negro Worker","https://uploads0.wikiart.org/00216/images/james-lesesne-wells/the-negro-worker-1938.jpg!Large.jpg"
"194","Harlem Renaissance New Negro Movement","James Lesesne Wells ","Builders","https://uploads1.wikiart.org/00216/images/james-lesesne-wells/builders-1929.jpg!Large.jpg"
"195","Harlem Renaissance New Negro Movement","Jacob Lawrence","Pool Parlor","https://uploads4.wikiart.org/images/jacob-lawrence/pool-parlor-1942(1).jpg"
"196","Harlem Renaissance New Negro Movement","Jacob Lawrence","No. 2, Main Control Panel, Nerve Center of Ship","https://uploads2.wikiart.org/images/jacob-lawrence/no-2-main-control-panel-nerve-center-of-ship-1944(1).jpg!Large.jpg"
"197","Art Nouveau","Owen Jones ","Medieval Ornament Illuminated Manuscripts no. 1. Portions of illuminated manuscripts of the twelfth and thirteenth centuries","https://uploads8.wikiart.org/images/owen-jones/medieval-ornament-illuminated-manuscripts-no-1-portions-of-illuminated-manuscripts-of-the.jpg!Large.jpg"
"198","Art Nouveau","Owen Jones ","Italian Ornament no. 2. Ornaments from the Palazzo Ducale, Mantua","https://uploads8.wikiart.org/images/owen-jones/italian-ornament-no-2-ornaments-from-the-palazzo-ducale-mantua.jpg!Large.jpg"
"199","Art Nouveau","Jules Cheret ","Cacao Lhara","https://uploads0.wikiart.org/images/jules-cheret/cacao-lhara-1890.jpg!Large.jpg"
"200","Art Nouveau","Jules Cheret ","Casino d'Enghien","https://uploads4.wikiart.org/images/jules-cheret/casino-d-enghien-1896.jpg"
"201","Art Nouveau","Gabriel von Max ","Light","https://uploads1.wikiart.org/images/gabriel-von-max/light.jpg!Large.jpg"
"202","Art Nouveau","Gabriel von Max ","Findelkind","https://uploads2.wikiart.org/images/gabriel-von-max/findelkind-1880.jpg!Large.jpg"
"203","Art Nouveau","Francesc Masriera ","Harem Girl","https://uploads0.wikiart.org/00277/images/francesc-masriera/masriera-oriental.jpg!Large.jpg"
"204","Art Nouveau","Francesc Masriera ","In the Presence of the Lord","https://uploads8.wikiart.org/00277/images/francesc-masriera/800px-francesc-masriera-in-the-presence-of-the-lord-google-art-project.jpg!Large.jpg"
"205","Art Nouveau","Eugene Grasset ","Spring","https://uploads6.wikiart.org/images/eug-ne-grasset/spring-1894.jpg!Large.jpg"
"206","Art Nouveau","Eugene Grasset ","La Belle Jardiniere - December","https://uploads1.wikiart.org/images/eug-ne-grasset/la-belle-jardiniere-december-1896.jpg!Large.jpg"
"207","Art Nouveau","Emile Galle ","In front of the swing mirror","https://uploads1.wikiart.org/images/emile-galle/in-front-of-the-swing-mirror.jpg"
"208","Art Nouveau","Emile Galle ","Chine, Vase parlant","https://uploads5.wikiart.org/images/emile-galle/chine-vase-parlant-1889.jpg"
"209","Regionalism","Marsden Hartley ","Landscape, New Mexico","https://uploads2.wikiart.org/images/marsden-hartley/landscape-new-mexico-1923.jpg"
"210","Regionalism","Marsden Hartley ","Purple Mountains, Vence","https://uploads5.wikiart.org/images/marsden-hartley/purple-mountains-vence-1926.jpg!Large.jpg"
"211","Regionalism","Alfred Heber Hutty ","Spring County Landscape","https://uploads4.wikiart.org/00148/images/alfred-heber-hutty/springcountylandscape-1.jpeg"
"212","Regionalism","Alfred Heber Hutty ","Southern Oaks/Going Home","https://uploads2.wikiart.org/00148/images/alfred-heber-hutty/southernoaksgoinghome.jpeg"
"213","Regionalism","Rockwell Kent ","Mail Service in the Tropics","https://uploads8.wikiart.org/00193/images/rockwell-kent/mail-service-in-the-tropics.jpg!Large.jpg"
"214","Regionalism","Rockwell Kent ","Mail Service in the Arctic","https://uploads3.wikiart.org/00193/images/rockwell-kent/mail-service-in-the-arctic-1937.jpg!Large.jpg"
"215","Regionalism","Thomas Hart Benton ","Self-portrait with Rita","https://uploads1.wikiart.org/00216/images/thomas-hart-benton/self-portrait-with-rita.jpg!Large.jpg"
"216","Regionalism","Thomas Hart Benton ","July Hay","https://uploads7.wikiart.org/images/thomas-hart-benton/july-hay.jpg!Large.jpg"
"217","Regionalism","Grace Albee ","7 rue Campagne-Premiere, Paris Court","https://uploads6.wikiart.org/00142/images/grace-albee/professionalization-albeeg-pariscourt-1929.jpg"
"218","Regionalism","Grace Albee ","Breton Ruins","https://uploads8.wikiart.org/00142/images/grace-albee/professionalization-albeeg-bretonruins-1930.jpg!Large.jpg"
"219","Regionalism","Grant Wood ","American Gothic","https://uploads2.wikiart.org/images/grant-wood/american-gothic-1930.jpg!Large.jpg"
"220","Regionalism","Grant Wood ","The Appraisal","https://uploads8.wikiart.org/images/grant-wood/the-appraisal-1931.jpg"
"221","Socialist Realism","Ivan Vladimirov ","Foreigners in Leningrad","https://uploads5.wikiart.org/images/ivan-vladimirov/foreigners-in-leningrad-1937.jpg"
"222","Socialist Realism","Ivan Vladimirov ","Agitator","https://uploads4.wikiart.org/images/ivan-vladimirov/agitator.jpg!Large.jpg"
"223","Socialist Realism","Igor Grabar ","Nikolai Gogol. The Overcoat","https://uploads8.wikiart.org/images/igor-grabar/nikolai-gogol-the-overcoat.jpg"
"224","Socialist Realism","Igor Grabar ","Girl in Russian Shawl","https://uploads4.wikiart.org/images/igor-grabar/girl-in-russian-shawl.jpg!Large.jpg"
"225","Socialist Realism","Wojciech Weiss ","Manifesto","https://uploads0.wikiart.org/00145/images/wojciech-weiss/manifesto-1950.jpg!Large.jpg"
"226","Socialist Realism","Wojciech Weiss ","Self-Portrait","https://uploads2.wikiart.org/00140/images/wojciech-weiss/autoportret-1902.jpg!Large.jpg"
"227","Socialist Realism","Eugene Lanceray ","Soldiers near Captured Weapons","https://uploads7.wikiart.org/00145/images/evgeniy-evgenevich/soldiers-near-captured-weapons-1942.jpg!Large.jpg"
"228","Socialist Realism","Eugene Lanceray ","Blazon of Soviet Georgia","https://uploads5.wikiart.org/00145/images/evgeniy-evgenevich/blazon-of-soviet-georgia.jpg!Large.jpg"
"229","Socialist Realism","Konstantin Yuon ","Disappearing Province","https://uploads4.wikiart.org/images/konstantin-yuon/disappearing-province-1929.jpg!Large.jpg"
"230","Socialist Realism","Konstantin Yuon ","Returning from the Work","https://uploads6.wikiart.org/images/konstantin-yuon/returning-from-the-work-1930.jpg!Large.jpg"
"231","Socialist Realism","Pyotr Konchalovsky ","At summer","https://uploads4.wikiart.org/images/pyotr-konchalovsky/at-summer-1939.jpg!Large.jpg"
"232","Socialist Realism","Pyotr Konchalovsky ","Where to give blood here?","https://uploads1.wikiart.org/images/pyotr-konchalovsky/where-to-give-blood-here-1942.jpg!Large.jpg"
"233","Muralism","Jose Clemente Orozco ","Cortes and La Malinche","https://uploads1.wikiart.org/images/jose-clemente-orozco/cort%C3%A9s-and-la-malinche-1926.jpg!Large.jpg"
"234","Muralism","Jose Clemente Orozco ","The Franciscans","https://uploads3.wikiart.org/images/jose-clemente-orozco/the-franciscans-1926.jpg!Large.jpg"
"235","Muralism","Jorge Gonzalez Camarena","Madre Patria","https://uploads3.wikiart.org/00128/images/jorge-gonzalez-camarena/113-620x400.jpg"
"236","Muralism","Jorge Gonzalez Camarena","El Abrazo","https://uploads2.wikiart.org/00128/images/jorge-gonzalez-camarena/el-abrazo.jpg!Large.jpg"
"237","Muralism","Diego Rivera ","Man at the Crossroads","https://uploads1.wikiart.org/images/diego-rivera/man-controller-of-the-universe-1934.jpg!Large.jpg"
"238","Muralism","Diego Rivera ","Triumph of the Revolution","https://uploads5.wikiart.org/images/diego-rivera/triumph-of-the-revolution-1926.jpg!Large.jpg"
"239","Muralism","Antonio Berni","LA NINA","https://uploads7.wikiart.org/00221/images/antonio-berni/la-ni-a.jpg"
"240","Muralism","Antonio Berni","Jujuy","https://uploads1.wikiart.org/00221/images/antonio-berni/jujuy-1937.jpg"
"241","Muralism","Carlos Merida ","Dances of Mexico","https://uploads6.wikiart.org/images/carlos-merida/dances-of-mexico-1939.jpg!Large.jpg"
"242","Muralism","Carlos Merida ","Native Couple","https://uploads2.wikiart.org/images/carlos-merida/native-couple-1939.jpg"
"243","Muralism","Manuel Rodriguez Lozano ","La Piedad En El Desierto","https://uploads7.wikiart.org/00176/images/manuel-rodriguez-lozano/la-piedad-en-el-desierto-mural-1942-fresco-sobre-bastidor-met-lico-m-vil-260x230-museo-bellas-artes.jpg!Large.jpg"
"244","Expressionism","Lovis Corinth ","A Mother's Love","https://uploads4.wikiart.org/images/lovis-corinth/a-mother-s-love-1911.jpg"
"245","Expressionism","Lovis Corinth ","The Blinded Samson","https://uploads7.wikiart.org/images/lovis-corinth/the-blinded-samson-1912.jpg"
"246","Expressionism","James Ensor ","Skeletons Trying to Warm Themselves","https://uploads5.wikiart.org/images/james-ensor/skeletons-trying-to-warm-themselves-1889.jpg!Large.jpg"
"247","Expressionism","James Ensor ","The Dangerous Cooks","https://uploads6.wikiart.org/images/james-ensor/the-dangerous-cooks-1896.jpg"
"248","Expressionism","Marianne von Werefkin ","Le Chiffonnier","https://uploads7.wikiart.org/00171/images/marianne-von-werefkin/db0lve28-ky.jpg!Large.jpg"
"249","Expressionism","Marianne von Werefkin ","?????? ??. ???? ? ??????","https://uploads0.wikiart.org/00171/images/marianne-von-werefkin/0-1312fd-5545b69e-xxxl.jpg!Large.jpg"
"250","Expressionism","Helene Schjerfbeck ","Girl from Eydtkuhnen II","https://uploads0.wikiart.org/images/helene-schjerfbeck/girl-from-eydtkuhnen-ii-1927.jpg!Large.jpg"
"251","Expressionism","Helene Schjerfbeck ","Rosy-Cheeked Girl","https://uploads3.wikiart.org/images/helene-schjerfbeck/rosy-cheeked-girl-1927.jpg!Large.jpg"
"252","Expressionism","Carl Holsoe ","Woman in an Interior with a Mirror","https://uploads4.wikiart.org/00116/images/carl-holsoe/carl-vilhelm-hols-e-www-kaifineart-com-3-2.jpg!Large.jpg"
"253","Expressionism","Carl Holsoe ","The Music Room","https://uploads6.wikiart.org/00116/images/carl-holsoe/carl-vilhelm-hols-e-www-kaifineart-com-2-2-1.jpg!Large.jpg"
"254","Expressionism","Edvard Munch ","The Scream","https://uploads2.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg!Large.jpg"
"255","Expressionism","Edvard Munch ","Self portrait","https://uploads1.wikiart.org/images/edvard-munch/self-portrait-1886.jpg"
"256","Neo Romanticism","Walter Crane ","The Frog Prince and other stories","https://uploads6.wikiart.org/images/walter-crane/the-frog-prince-and-other-stories-1874-10.jpg"
"257","Neo Romanticism","Walter Crane ","Europe, Asia, Africa","https://uploads7.wikiart.org/images/walter-crane/europe-asia-africa-1870.jpg!Large.jpg"
"258","Neo Romanticism","Theodor Severin Kittelsen ","The charmin Kristian - Kristian Hjerteknuser","https://uploads8.wikiart.org/images/theodor-severin-kittelsen/the-charmin-kristian-kristian-hjerteknuser-1887.jpg!Large.jpg"
"259","Neo Romanticism","Theodor Severin Kittelsen ","In the waiting room - I venteverelset","https://uploads1.wikiart.org/images/theodor-severin-kittelsen/in-the-waiting-room-i-venteverelset-1883.jpg!Large.jpg"
"260","Neo Romanticism","Stanley Spencer ","Apple Gatherers","https://uploads7.wikiart.org/images/stanley-spencer/apple-gatherers-1913.jpg!Large.jpg"
"261","Neo Romanticism","Stanley Spencer ","The Roundabout","https://uploads6.wikiart.org/images/stanley-spencer/the-roundabout-1923.jpg!Large.jpg"
"262","Neo Romanticism","Edwin Dickinson ","Barbara Brown","https://uploads4.wikiart.org/images/edwin-dickinson/barbara-brown-1926.jpg"
"263","Neo Romanticism","Edwin Dickinson ","The Cello Player","https://uploads8.wikiart.org/images/edwin-dickinson/the-cello-player-1926.jpg!Large.jpg"
"264","Neo Romanticism","Richard Eurich ","Mousehole, Cornwall","https://uploads7.wikiart.org/00221/images/richard-eurich/mousehole-cornwall-1938.jpg!Large.jpg"
"265","Neo Romanticism","Richard Eurich ","The Mummers","https://uploads0.wikiart.org/00221/images/richard-eurich/the-mummers-1952.jpg!Large.jpg"
"266","Neo Romanticism","Graham Sutherland ","Tree Form","https://uploads1.wikiart.org/00228/images/graham-sutherland/tree-form-1941.jpg!Large.jpg"
"267","Neo Romanticism","Graham Sutherland ","Bird in Landscape","https://uploads0.wikiart.org/00228/images/graham-sutherland/bird-in-landscape-1944.jpg!Large.jpg"
"268","Cubism","Pablo Picasso","Harlequin","https://uploads8.wikiart.org/images/pablo-picasso/harlequin-1918.jpg!Large.jpg"
"269","Cubism","Pablo Picasso","Las Meninas (Velazquez)","https://uploads2.wikiart.org/images/pablo-picasso/las-meninas-velazquez-1957.jpg!Large.jpg"
"270","Cubism","Alice Bailly ","Tea Time","https://uploads7.wikiart.org/00150/images/alice-bailly/l-heure-du-th-by-alice-bailly-1.jpg!Large.jpg"
"271","Cubism","Alice Bailly ","Equestrian Fantasy with Pink Lady","https://uploads0.wikiart.org/00145/images/alice-bailly/display-image-25.jpg!Large.jpg"
"272","Cubism","Jacques Villon ","Girl at the Piano (Fillette au piano)","https://uploads8.wikiart.org/images/jacques-villon/girl-at-the-piano-fillette-au-piano-1912.jpg!Large.jpg"
"273","Cubism","Jacques Villon ","La Lutte","https://uploads7.wikiart.org/images/jacques-villon/la-lutte-1957.jpg"
"274","Cubism","Julio Gonzalez ","Homme cactus dansant","https://uploads1.wikiart.org/images/julio-gonzalez/homme-cactus-dansant-1939.jpg"
"275","Cubism","Julio Gonzalez ","Visage criant a la grande main","https://uploads3.wikiart.org/images/julio-gonzalez/visage-criant-a-la-grande-main-1941.jpg!Large.jpg"
"276","Cubism","Bela Kadar ","Dissolving Houses","https://uploads3.wikiart.org/images/bela-kadar/dissolving-houses-1920.jpg"
"277","Cubism","Bela Kadar ","Mother with his child","https://uploads2.wikiart.org/images/bela-kadar/mother-with-his-child.jpg"
"278","Cubism","Georges Braque","The Bottle of Marc","https://uploads0.wikiart.org/images/georges-braque/the-bottle-of-marc-1930.jpg!Large.jpg"
"279","Cubism","Georges Braque","Viaduct at Estaque","https://uploads4.wikiart.org/images/georges-braque/viaduct-at-estaque.jpg!Large.jpg"
"280","Abstract Expressionism","Hans Hofmann ","Aquatic Garden","https://uploads2.wikiart.org/images/hans-hofmann/aquatic-garden-1960.jpg"
"281","Abstract Expressionism","Hans Hofmann ","Ecstasy","https://uploads4.wikiart.org/images/hans-hofmann/ecstasy-1947.jpg"
"282","Abstract Expressionism","Anne Ryan ","Number 319","https://uploads4.wikiart.org/images/anne-ryan/number-319-1949.jpg"
"283","Abstract Expressionism","Anne Ryan ","Number 587","https://uploads5.wikiart.org/images/anne-ryan/number-587-1952.jpg!Large.jpg"
"284","Abstract Expressionism","Mark Tobey ","Fish Market (Seattle Market Scene Sketch)","https://uploads8.wikiart.org/images/mark-tobey/fish-market-seattle-market-scene-sketch-1943.jpg!Large.jpg"
"285","Abstract Expressionism","Mark Tobey ","not identified","https://uploads6.wikiart.org/images/mark-tobey/not-identified-1.jpg"
"286","Abstract Expressionism","Mordecai Ardon ","Composition with the Sun","https://uploads0.wikiart.org/images/mordecai-ardon/composition-with-the-sun.jpg"
"287","Abstract Expressionism","Mordecai Ardon ","Testament of a Dead Leaf","https://uploads6.wikiart.org/images/mordecai-ardon/testament-of-a-dead-leaf-1959.jpg!Large.jpg"
"288","Abstract Expressionism","Jock Macdonald ","Riviera Winter Colour Symphony","https://uploads2.wikiart.org/images/jock-macdonald/riviera-winter-colour-symphony-1955.jpg"
"289","Abstract Expressionism","Jock Macdonald ","From a Riviera Window","https://uploads3.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg!Large.jpg"
"290","Abstract Expressionism","Bradley Walker Tomlin ","Maneuver for Position","https://uploads1.wikiart.org/images/bradley-walker-tomlin/maneuver-for-position-1947.jpg!Large.jpg"
"291","Abstract Expressionism","Bradley Walker Tomlin ","Bradley Walker Tomlin","https://uploads1.wikiart.org/images/bradley-walker-tomlin/no-5-1952.jpg"
"292","Orphism","Frantisek Kupka ","Madame Kupka between verticals","https://uploads8.wikiart.org/images/frantisek-kupka/madame-kupka-between-verticals.jpg!Large.jpg"
"293","Orphism","Frantisek Kupka ","Piano Keys Lake","https://uploads7.wikiart.org/images/frantisek-kupka/piano-keys-lake-1905.jpg!Large.jpg"
"294","Orphism","Leopold Survage ","Destins","https://uploads7.wikiart.org/images/l-opold-survage/destins-1954.jpg"
"295","Orphism","Leopold Survage ","Colored Rhythm: Study for the Film","https://uploads0.wikiart.org/images/l-opold-survage/colored-rhythm-study-for-the-film-1913(5).jpg"
"296","Orphism","Robert Delaunay ","Man with a Tulip (also known as Portrait of Jean Metzinger)","https://uploads8.wikiart.org/images/robert-delaunay/man-with-a-tulip-also-known-as-portrait-of-jean-metzinger.jpg!Large.jpg"
"297","Orphism","Robert Delaunay ","Rhythm","https://uploads4.wikiart.org/images/robert-delaunay/rhythm-1.jpg!Large.jpg"
"298","Orphism","Sonia Delaunay ","Composition 12","https://uploads8.wikiart.org/images/sonia-delaunay/composition-12.jpg"
"299","Orphism","Sonia Delaunay ","Flamenco singer","https://uploads1.wikiart.org/images/sonia-delaunay/flamenco-singer.jpg!Large.jpg"
"300","Orphism","August Macke ","Colored composition (Hommage to Johann Sebastian Bachh)","https://uploads1.wikiart.org/images/august-macke/colored-composition-hommage-to-johann-sebastian-bachh.jpg!Large.jpg"
"301","Orphism","August Macke ","Woman in front of a large illuminated window","https://uploads1.wikiart.org/images/august-macke/woman-in-front-of-a-large-illuminated-window.jpg!Large.jpg"
"302","Tachisme(Informel)","Willi Baumeister ","Lutins au Printemps","https://uploads2.wikiart.org/images/willi-baumeister/lutins-au-printemps-1953.jpg"
"303","Tachisme(Informel)","Willi Baumeister ","Aru 2","https://uploads6.wikiart.org/images/willi-baumeister/aru-2-1955.jpg"
"304","Tachisme(Informel)","Carl Buchheister ","Komposition Verwa","https://uploads0.wikiart.org/images/carl-buchheister/komposition-verwa-1952.jpg"
"305","Tachisme(Informel)","Carl Buchheister ","Unvollendet IV","https://uploads6.wikiart.org/images/carl-buchheister/unvollendet-iv-1958.jpg"
"306","Tachisme(Informel)","Julius Bissier ","12.XI.59","https://uploads8.wikiart.org/images/julius-bissier/12-xi-59-1959.jpg!Large.jpg"
"307","Tachisme(Informel)","Julius Bissier ","Dongo","https://uploads4.wikiart.org/images/julius-bissier/dongo-1964.jpg"
"308","Tachisme(Informel)","Bram van Velde ","Untitled","https://uploads7.wikiart.org/images/bram-van-velde/untitled-1975.jpg"
"309","Tachisme(Informel)","Bram van Velde ","Untitled","https://uploads7.wikiart.org/images/bram-van-velde/untitled-1948.jpg"
"310","Tachisme(Informel)","Jean Fautrier ","Monsieur Tarabuste","https://uploads7.wikiart.org/images/jean-fautrier/monsieur-tarabuste-1948.jpg"
"311","Tachisme(Informel)","Jean Fautrier ","Green Seas","https://uploads8.wikiart.org/images/jean-fautrier/green-seas-1958.jpg"
"312","Tachisme(Informel)","Bice Lazzari ","Rhythm","https://uploads7.wikiart.org/images/bice-lazzari/rhythm-1956(2).jpg!Large.jpg"
"313","Tachisme(Informel)","Bice Lazzari ","Untitled","https://uploads5.wikiart.org/images/bice-lazzari/untitled-1975.jpg"
"314","Futurism","Nikolai Kulbin ","Mimosa","https://uploads1.wikiart.org/00103/images/nikolai-kulbin/mimosa-1910.jpg"
"315","Futurism","Nikolai Kulbin ","Portrait of F.T.Marinetti","https://uploads7.wikiart.org/00103/images/nikolai-kulbin/portrait-of-f-t-marinetti.jpg!Large.jpg"
"316","Futurism","Giacomo Balla ","Street Light","https://uploads2.wikiart.org/images/giacomo-balla/street-light-1909.jpg!Large.jpg"
"317","Futurism","Giacomo Balla ","Study for Iridescent Interpenetration","https://uploads0.wikiart.org/images/giacomo-balla/study-for-iridescent-interpenetration-1912.jpg!Large.jpg"
"318","Futurism","Joaquin Torres Garcia ","El Puerto de Barcelona","https://uploads2.wikiart.org/images/joaquin-torres-garcia/el-puerto-de-barcelona-1919.jpg!Large.jpg"
"319","Futurism","Joseph Stella ","Futurist Composition","https://uploads4.wikiart.org/images/joseph-stella/not-detected-276184.jpg!Large.jpg"
"320","Futurism","Joseph Stella ","Brooklyn Bridge","https://uploads5.wikiart.org/images/joseph-stella/brooklyn-bridge-1920.jpg!Large.jpg"
"321","Futurism","Carlo Carra ","Swimmers","https://uploads0.wikiart.org/images/carlo-carra/swimmers.jpg!Large.jpg"
"322","Futurism","Carlo Carra ","Omaggio a Betuda Futurista","https://uploads5.wikiart.org/images/carlo-carra/omaggio-a-betuda-futurista-1915.jpg!Large.jpg"
"323","Futurism","David Burliuk ","Life of cossack","https://uploads0.wikiart.org/images/david-burliuk/life-of-cossack.jpg!Large.jpg"
"324","Futurism","David Burliuk ","Futuristic woman","https://uploads6.wikiart.org/images/david-burliuk/futuristic-woman-1911.jpg!Large.jpg"
"325","Haute Pate Matter Painting","Jean Fautrier ","Composition","https://uploads4.wikiart.org/images/jean-fautrier/composition.jpg"
"326","Haute Pate Matter Painting","Jean Fautrier ","Otage n°3","https://uploads1.wikiart.org/00210/images/jean-fautrier/faut-fusil.jpg!Large.jpg"
"327","Haute Pate Matter Painting","Jean Dubuffet ","Grand Maitre of the Outsider","https://uploads0.wikiart.org/images/jean-dubuffet/grand-maitre-of-the-outsider-1947.jpg!Large.jpg"
"328","Haute Pate Matter Painting","Jean Dubuffet ","Subway","https://uploads8.wikiart.org/images/jean-dubuffet/subway.jpg"
"329","Haute Pate Matter Painting","Bernard Schultze ","Vitalite","https://uploads8.wikiart.org/images/bernard-schultze/vitalit-1955.jpg"
"330","Haute Pate Matter Painting","Bernard Schultze ","Hommage a Picasso","https://uploads7.wikiart.org/images/bernard-schultze/hommage-picasso-1974.jpg"
"331","Haute Pate Matter Painting","Bram Bogart ","Fete des Tirlantijnen","https://uploads3.wikiart.org/images/bram-bogart/fete-des-tirlantijnen.jpg"
"332","Haute Pate Matter Painting","Bram Bogart ","Blauwomgeel","https://uploads7.wikiart.org/images/bram-bogart/blauwomgeel-1967.jpg"
"333","Haute Pate Matter Painting","Antoni Tapies ","Ban de Loo Cologne","https://uploads8.wikiart.org/images/antoni-t-pies/ban-de-loo-cologne-1972.jpg!Large.jpg"
"334","Haute Pate Matter Painting","Antoni Tapies ","Roba interior","https://uploads3.wikiart.org/images/antoni-t-pies/roba-interior-1972.jpg!Large.jpg"
"335","Haute Pate Matter Painting","Modest Cuixart ","Constelacion","https://uploads2.wikiart.org/images/modest-cuixart/constelaci-n-1949.jpg"
"336","Haute Pate Matter Painting","Modest Cuixart ","Mont del cercle","https://uploads5.wikiart.org/images/modest-cuixart/mont-del-cercle-1959.jpg"
"337","Cubo Futurism","Oleksandr Bogomazov","Sennoy market. Kiev.","https://uploads5.wikiart.org/images/oleksandr-bogomazov/sennoy-market-kiev-1914.jpg!Large.jpg"
"338","Cubo Futurism","Oleksandr Bogomazov","Toys","https://uploads0.wikiart.org/images/oleksandr-bogomazov/toys-1914.jpg!Large.jpg"
"339","Cubo Futurism","Natalia Goncharova","The little station","https://uploads8.wikiart.org/images/natalia-goncharova/the-little-station.jpg!Large.jpg"
"340","Cubo Futurism","Natalia Goncharova","The weaver (loom+woman)","https://uploads7.wikiart.org/images/natalia-goncharova/the-weaver-loom-woman-1913.jpg!Large.jpg"
"341","Cubo Futurism","Aristarkh Lentulov","Saint Basil's Cathedral","https://uploads0.wikiart.org/images/aristarkh-lentulov/saint-basil-s-cathedral-1913.jpg!Large.jpg"
"342","Cubo Futurism","Aristarkh Lentulov","Portrait of Artist's Wife and Daughter","https://uploads5.wikiart.org/images/aristarkh-lentulov/portrait-of-artist-s-wife-and-daughter-1915.jpg"
"343","Cubo Futurism","Aleksandra Ekster","City","https://uploads7.wikiart.org/images/aleksandra-ekster/city-1913.jpg!Large.jpg"
"344","Cubo Futurism","Aleksandra Ekster","Costume Design for the play """"Famira Kifared""""","https://uploads8.wikiart.org/images/aleksandra-ekster/costume-design-for-the-play-famira-kifared-1916.jpg"
"345","Cubo Futurism","Vadym Meller","Composition","https://uploads6.wikiart.org/00124/images/vadym-meller/composition-1918.jpg"
